1096	
1676	
1	17
2	3
2	7
2	8
2	9
2	12
2	21
2	29
2	31
2	34
2	36
2	40
2	41
2	63
2	101
2	182
2	227
2	230
2	245
2	261
2	276
2	295
2	335
2	354
2	379
2	415
2	420
2	427
2	443
2	470
2	505
2	507
2	518
2	523
2	525
2	526
2	527
2	528
2	532
2	533
2	535
2	540
2	542
2	543
2	544
2	548
2	550
2	551
2	552
2	553
2	555
2	559
2	561
2	563
2	564
2	565
2	567
2	568
2	569
2	570
2	575
2	578
2	579
2	580
2	581
2	585
2	586
2	587
2	709
2	722
2	730
2	789
2	812
2	814
2	818
2	819
2	827
2	906
2	907
2	908
2	909
2	923
2	924
2	925
2	926
2	927
2	928
2	930
2	931
2	932
2	934
2	935
2	937
2	938
2	958
2	977
2	978
2	979
2	989
2	990
2	992
2	1008
2	1014
2	1015
2	1016
2	1018
2	1019
2	1020
2	1027
2	1028
2	1071
2	1089
3	41
3	48
3	61
3	135
3	155
3	192
3	252
3	297
3	351
3	397
3	467
3	471
3	520
3	521
3	526
3	554
3	584
3	586
3	768
3	814
3	845
3	846
3	897
3	929
3	1010
3	1014
4	6
4	19
4	172
4	247
4	1067
5	19
5	58
6	618
7	28
7	60
7	200
7	266
7	341
7	367
7	407
7	410
7	549
7	590
7	630
7	651
7	677
7	699
7	840
7	887
7	902
7	909
7	946
8	30
8	37
8	75
8	105
8	157
8	239
8	373
8	476
8	522
8	523
8	530
8	531
8	545
8	553
8	563
8	573
8	893
8	894
8	895
8	923
8	1072
9	614
9	841
9	901
9	943
9	1021
9	1022
10	11
10	1067
11	35
11	60
11	382
11	391
11	828
11	924
11	1027
11	1089
12	761
12	840
13	558
13	589
14	78
14	673
15	145
15	664
16	32
16	788
17	172
17	203
17	222
17	459
17	536
17	557
17	571
17	730
17	777
17	785
17	983
18	68
18	296
20	180
20	741
21	122
21	350
21	687
21	768
21	920
21	980
21	981
21	1024
22	531
22	777
23	691
23	842
24	70
24	82
24	98
24	115
24	123
24	125
24	178
24	237
24	283
24	285
24	286
24	289
24	364
24	367
24	545
24	673
24	830
24	1042
25	124
25	247
25	579
26	247
26	900
27	144
27	486
28	459
29	273
30	256
30	741
30	853
31	188
31	260
31	805
31	861
31	862
31	863
31	864
31	865
31	1003
31	1087
32	77
33	164
33	256
33	276
33	450
34	62
34	93
34	141
34	148
34	213
34	251
34	299
34	378
34	462
34	472
34	492
34	528
34	844
34	899
34	924
34	980
34	1006
34	1015
35	58
35	443
35	614
36	897
36	919
37	83
37	737
38	154
38	518
38	571
39	265
39	321
39	544
40	495
41	73
41	302
41	396
41	1007
42	773
42	908
43	308
43	536
44	263
44	693
45	201
45	335
46	189
46	733
47	130
47	366
48	256
48	852
49	106
49	245
50	182
50	601
51	230
51	709
51	974
52	933
52	940
53	264
53	403
54	418
54	534
55	355
55	522
55	598
56	365
56	478
57	286
57	431
59	225
59	1034
60	176
61	80
61	210
61	904
62	81
62	205
62	658
62	659
62	660
62	1012
62	1021
63	83
63	140
63	199
63	207
63	222
63	250
63	580
63	615
63	665
63	666
63	730
63	801
63	843
63	943
63	953
64	100
64	174
64	211
65	258
65	1008
66	575
66	1022
67	259
67	282
68	89
69	310
69	956
70	91
71	214
71	546
72	213
72	570
73	95
74	97
74	609
75	104
76	281
76	517
77	445
77	780
78	443
79	172
79	452
79	864
79	1095
80	107
80	315
81	110
81	853
82	1043
83	109
83	260
83	469
83	854
83	865
83	927
83	989
83	992
83	1026
84	171
84	333
85	114
85	640
86	133
86	351
86	484
87	117
87	949
88	152
88	441
89	118
90	443
90	684
91	508
92	419
92	985
93	818
94	128
94	251
94	653
95	96
96	539
97	387
98	478
99	216
99	622
100	413
101	328
101	403
101	460
102	123
102	442
103	319
103	471
104	213
105	430
106	474
107	143
108	199
108	313
108	431
109	145
109	1010
110	295
110	594
111	144
111	289
112	288
112	300
113	588
113	648
114	589
115	223
116	167
116	632
117	149
118	597
119	163
119	649
119	1052
120	530
120	951
121	183
121	639
122	207
122	521
123	1040
124	158
125	406
126	190
126	948
127	595
127	1012
128	901
129	783
129	884
129	1091
130	510
131	536
131	648
131	649
132	162
132	299
132	682
133	165
133	333
133	388
134	425
134	603
135	166
135	222
136	392
136	688
137	142
137	467
138	203
138	252
138	631
138	642
139	321
139	472
140	326
141	213
142	500
142	548
143	173
143	761
144	245
144	486
144	763
145	185
145	407
145	628
145	793
145	794
145	937
146	573
146	701
146	709
147	577
147	623
148	320
148	385
148	593
148	620
148	994
148	1009
149	700
150	176
150	329
150	592
151	522
151	625
152	202
152	347
153	696
153	706
154	563
155	393
155	624
155	676
155	702
156	391
156	937
157	257
157	358
157	532
157	619
157	704
157	781
158	186
159	360
159	482
160	215
160	717
161	383
161	727
162	193
163	307
164	705
165	577
166	197
167	952
168	205
168	1032
169	542
169	690
170	364
170	661
171	406
172	180
172	371
172	606
172	664
172	671
172	672
172	780
172	840
172	847
172	908
172	910
172	977
173	226
173	524
174	960
175	228
175	490
177	216
177	236
177	443
177	558
177	636
177	701
177	800
177	1096
178	290
179	368
179	1050
180	597
180	787
180	792
180	913
181	468
181	516
182	396
182	530
182	693
183	371
183	628
183	647
183	786
184	232
184	716
184	823
185	307
185	399
185	716
186	232
187	233
187	650
187	724
188	748
188	921
188	944
188	1058
189	427
190	352
190	868
191	303
191	726
192	234
192	497
193	836
194	377
194	807
195	316
195	708
195	1040
196	356
196	426
197	738
198	224
198	249
198	494
198	514
199	240
199	339
200	799
201	729
201	983
202	289
203	245
203	274
203	494
203	495
203	540
203	547
203	662
203	778
203	795
204	493
204	540
204	656
205	632
206	318
206	902
207	544
208	499
208	641
209	520
209	544
210	402
211	280
211	325
211	428
211	571
212	324
212	582
213	245
213	363
213	571
213	776
213	887
214	404
215	241
216	391
216	720
216	875
216	983
216	1013
217	245
217	284
217	533
217	618
218	712
218	713
219	283
219	328
220	522
220	615
220	944
220	945
220	946
221	538
221	616
222	746
222	835
222	972
223	341
223	357
224	594
224	976
225	439
226	545
227	617
227	1039
228	285
229	530
229	1061
230	345
230	378
230	607
230	797
231	427
231	559
233	456
233	481
233	679
234	663
235	717
235	798
236	569
237	405
237	473
238	278
238	580
239	279
240	289
241	661
242	365
242	1033
243	250
243	785
243	855
244	250
244	662
244	758
245	312
245	334
245	368
245	392
245	423
245	466
245	490
245	510
245	548
245	642
245	660
245	715
245	780
245	890
245	891
245	953
245	968
245	1006
245	1007
245	1008
245	1022
245	1040
246	375
246	1036
247	265
247	370
247	443
247	515
247	643
247	649
247	957
247	967
247	1038
248	295
248	347
248	367
248	733
249	515
251	372
251	410
251	444
251	641
251	666
251	892
252	344
252	604
252	644
252	709
252	959
252	960
253	393
253	412
254	418
254	443
254	488
254	533
254	785
255	296
255	596
256	523
256	540
256	563
256	950
257	495
257	522
258	720
259	517
260	964
261	335
261	897
261	1036
262	338
262	731
263	646
264	323
266	869
267	336
267	441
268	354
268	536
268	717
269	536
269	705
269	902
269	1074
270	587
270	807
271	309
271	351
271	586
271	614
272	677
272	817
273	602
274	797
275	568
275	778
276	496
277	498
277	708
278	402
278	571
278	699
279	343
280	583
281	429
282	612
284	503
287	743
287	1043
288	415
290	881
291	874
291	1068
292	671
292	813
293	462
293	984
294	529
294	673
294	811
295	777
295	865
295	983
297	359
297	553
297	978
298	995
298	1094
299	839
299	999
299	1013
299	1029
300	432
301	838
301	1095
302	561
303	422
304	694
304	837
304	1002
305	642
305	669
306	836
306	931
308	424
309	577
310	835
311	539
311	556
312	779
313	778
314	360
314	979
315	833
316	401
317	414
317	829
318	544
319	544
320	499
322	816
322	832
323	571
324	428
325	698
326	776
327	718
327	831
329	668
330	516
330	830
331	474
331	830
332	440
332	667
334	747
335	556
335	745
336	970
337	588
337	1031
338	746
339	983
340	675
340	817
342	394
342	683
343	344
343	571
344	954
345	744
346	743
346	1034
348	477
348	735
349	757
349	878
350	414
351	978
352	785
353	651
353	782
355	587
356	759
357	675
358	461
359	674
361	399
361	464
362	613
362	885
363	676
366	504
368	903
368	926
368	927
368	1054
369	737
369	847
370	636
370	788
371	477
371	629
371	638
371	851
371	877
372	724
372	1049
373	987
373	1003
374	752
374	786
375	693
375	785
376	572
376	582
377	637
377	859
378	581
379	717
380	518
380	852
381	720
381	734
382	783
383	783
384	988
384	1094
385	446
386	610
386	1069
387	538
388	609
389	774
389	987
390	721
390	981
392	493
392	983
394	461
395	541
395	779
396	540
396	709
397	719
398	686
398	778
400	437
400	796
401	544
401	689
401	873
404	718
405	504
407	787
408	532
408	795
409	533
409	869
410	852
411	412
411	461
413	502
416	477
416	749
416	930
417	715
417	804
418	986
419	433
420	725
421	496
421	568
422	434
423	536
423	805
423	867
423	1081
424	827
425	578
425	623
425	781
426	519
426	685
426	717
426	856
426	972
427	571
429	501
430	546
432	442
433	872
434	871
435	463
435	602
436	690
436	820
437	870
438	613
438	689
439	667
440	970
443	493
443	544
443	558
443	559
443	560
443	561
443	562
443	563
443	564
443	566
443	569
443	729
443	789
443	794
443	826
443	827
443	828
443	876
443	927
443	931
443	932
443	934
443	935
443	937
443	992
443	993
443	1018
443	1019
443	1020
443	1024
443	1026
443	1027
443	1028
443	1031
443	1071
444	791
445	875
445	931
446	783
446	988
446	1082
447	824
447	951
448	522
448	825
448	982
449	476
449	824
450	553
451	573
451	877
452	1087
453	608
453	751
453	755
453	823
453	834
453	858
454	823
454	1046
455	679
