25
191
1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	10
1	12
1	13
1	15
1	17
1	19
1	20
1	22
1	23
1	24
1	25
2	3
2	5
2	7
2	8
2	9
2	10
2	13
2	14
2	15
2	16
2	18
2	19
2	22
2	23
2	24
2	25
3	6
3	7
3	8
3	9
3	10
3	11
3	12
3	14
3	15
3	16
3	17
3	18
3	19
3	20
3	21
3	22
3	23
3	25
4	6
4	7
4	8
4	9
4	12
4	17
4	22
5	7
5	9
5	10
5	11
5	12
5	14
5	15
5	19
5	20
5	21
5	22
5	24
6	7
6	8
6	9
6	10
6	13
6	16
6	18
6	19
6	22
6	24
7	10
7	11
7	12
7	14
7	16
7	17
7	18
7	19
7	21
7	23
7	24
8	9
8	12
8	13
8	15
8	16
8	17
8	18
8	20
8	21
8	22
8	24
8	25
9	12
9	13
9	15
9	17
9	18
9	19
9	20
9	23
10	12
10	13
10	15
10	16
10	18
10	20
10	21
10	22
10	23
10	24
11	12
11	14
11	15
11	16
11	17
11	19
11	20
11	22
11	23
11	24
11	25
12	14
12	15
12	16
12	17
12	19
12	20
12	22
12	24
12	25
13	14
13	18
13	21
13	23
13	24
13	25
14	15
14	17
14	18
14	20
14	21
14	22
14	24
14	25
15	16
15	18
15	19
15	20
15	21
15	23
15	25
16	17
16	18
16	19
16	21
16	23
17	18
17	19
17	22
18	19
18	20
18	22
18	23
18	24
18	25
19	20
19	21
19	22
19	23
19	25
20	21
20	22
20	25
21	22
21	23
21	24
22	24
22	25
24	25
