25
131
1	2
1	4
1	5
1	10
1	13
1	16
1	17
1	23
2	4
2	5
2	6
2	7
2	11
2	14
2	16
2	17
2	18
2	19
2	20
2	22
2	23
2	25
3	10
3	17
3	18
3	20
4	5
4	7
4	9
4	12
4	14
4	18
4	19
4	24
5	11
5	13
5	15
5	16
5	17
5	19
5	21
5	22
5	23
5	25
6	8
6	9
6	10
6	11
6	13
6	14
6	15
6	16
6	18
6	20
6	21
6	23
6	24
6	25
7	11
7	12
7	13
7	15
7	16
7	20
7	24
8	12
8	14
8	15
8	20
8	25
9	12
9	13
9	14
9	15
9	19
9	22
9	23
9	24
10	11
10	12
10	14
10	15
10	16
10	18
10	19
10	21
11	12
11	15
11	16
11	17
11	18
11	19
11	20
11	23
12	14
12	20
12	21
12	22
12	23
12	24
12	25
13	14
13	16
13	20
13	21
13	23
14	15
14	17
14	18
14	23
14	24
14	25
15	16
15	17
15	22
15	23
15	24
16	25
17	18
17	22
17	24
17	25
18	25
19	24
20	21
20	22
20	23
20	25
22	23
22	24
24	25
