25
165
1	2
1	4
1	7
1	8
1	11
1	12
1	13
1	14
1	18
1	20
1	25
2	4
2	5
2	6
2	7
2	9
2	11
2	12
2	13
2	15
2	17
2	18
2	19
2	20
2	23
2	24
2	25
3	4
3	5
3	8
3	10
3	12
3	14
3	15
3	19
3	20
3	21
3	22
3	24
3	25
4	6
4	7
4	8
4	10
4	11
4	13
4	17
4	21
4	22
5	6
5	8
5	9
5	10
5	12
5	13
5	14
5	15
5	16
5	17
5	20
5	22
5	24
5	25
6	8
6	14
6	16
6	17
6	19
6	20
6	21
6	23
6	25
7	8
7	9
7	11
7	12
7	13
7	19
7	22
7	23
7	24
7	25
8	9
8	10
8	12
8	15
8	19
8	21
8	23
8	24
8	25
9	10
9	11
9	12
9	14
9	15
9	16
9	17
9	18
9	19
9	21
9	22
10	13
10	14
10	16
10	19
10	20
10	24
10	25
11	13
11	14
11	16
11	17
11	18
11	19
11	20
11	21
11	22
11	23
11	24
12	17
12	21
12	22
12	23
12	24
13	14
13	17
13	18
13	20
13	23
13	24
13	25
14	16
14	17
14	18
14	20
14	22
14	24
15	17
15	19
15	21
15	24
16	21
16	23
16	24
17	18
17	20
17	21
17	22
17	24
18	19
18	22
18	24
18	25
19	21
19	22
19	23
20	21
20	22
20	23
21	23
22	23
22	24
23	24
24	25
