25
158
1	2
1	3
1	6
1	7
1	8
1	10
1	11
1	14
1	15
1	16
1	17
1	19
1	20
1	21
1	24
2	3
2	4
2	5
2	6
2	7
2	8
2	9
2	10
2	13
2	14
2	15
2	16
2	17
2	20
2	21
2	22
2	24
3	4
3	6
3	7
3	10
3	11
3	12
3	13
3	14
3	16
3	20
3	22
3	23
4	5
4	7
4	8
4	10
4	11
4	12
4	16
4	17
4	18
4	20
4	22
4	23
4	25
5	8
5	10
5	11
5	12
5	14
5	15
5	18
5	20
5	21
5	22
5	23
5	24
5	25
6	7
6	11
6	16
6	18
6	21
6	22
6	23
6	24
6	25
7	10
7	13
7	15
7	17
7	18
7	19
7	22
7	23
8	9
8	10
8	11
8	12
8	14
8	16
8	17
8	20
8	21
8	22
8	23
9	12
9	13
9	20
9	22
9	23
9	24
10	11
10	12
10	15
10	16
10	18
10	19
10	21
10	22
10	25
11	15
11	16
11	17
11	18
11	19
11	21
11	22
11	23
11	24
12	13
12	16
12	18
12	23
12	25
13	15
13	16
13	19
13	23
13	24
14	15
14	19
14	20
14	21
14	22
14	23
14	24
15	20
15	22
15	25
16	17
16	19
16	22
16	24
16	25
17	22
17	23
18	19
18	23
19	20
19	25
20	22
20	23
20	24
22	24
23	24
